,X,id,value,location,dates,measure,micrograms,value1,value2
116007,116007,2565522,0.38454,Somchair,11-Dec-14,Ammonium,1000,384.54,0.02586186
116015,116015,2566533,0.08892,Busarakhan,11-Dec-14,Ammonium,1000,88.92,0.005980227
116027,116027,2623270,0.25194,Kannika,11-Dec-14,Ammonium,1000,251.94,0.016943977
116058,116058,2623772,0.2379,Kannika,11-Dec-14,Ammonium,1000,237.9,0.015999731
116089,116089,2624276,0.24492,Kannika,11-Dec-14,Ammonium,1000,244.92,0.016471854
116120,116120,2624773,0.15522,Sakda,11-Dec-14,Ammonium,1000,155.22,0.010439169
116151,116151,2625270,0.15054,Sakda,11-Dec-14,Ammonium,1000,150.54,0.01012442
116182,116182,2625767,0.14898,Sakda,11-Dec-14,Ammonium,1000,148.98,0.010019504
116214,116214,2567548,0.216,Achara,12-Dec-14,Ammonium,1000,216,0.014526868
116273,116273,2565536,0.28392,Somchair,13-Dec-14,Ammonium,1000,283.92,0.019094761
116281,116281,2566548,0.08502,Busarakhan,13-Dec-14,Ammonium,1000,85.02,0.005717937
116288,116288,2567133,0.609,Decha,13-Dec-14,Ammonium,1000,609,0.040957697
116305,116305,2627819,6.091,Kohsoom,17-Dec-14,Ammonium,1000,6091,0.409644226
116339,116339,3443447,0.243,Kannika,08-Jan-15,Ammonium,1000,243,0.016342726
116375,116375,3443999,0.239,Kannika,08-Jan-15,Ammonium,1000,239,0.01607371
116411,116411,3444553,0.242,Kannika,08-Jan-15,Ammonium,1000,242,0.016275472
116447,116447,3445101,0.237,Sakda,08-Jan-15,Ammonium,1000,237,0.015939202
116483,116483,3445654,0.228,Sakda,08-Jan-15,Ammonium,1000,228,0.015333916
116519,116519,3446205,0.232,Sakda,08-Jan-15,Ammonium,1000,232,0.015602932
116555,116555,3380700,0.144,Boonsri,09-Jan-15,Ammonium,1000,144,0.009684579
116578,116578,3381717,0.111,Boonsri,09-Jan-15,Ammonium,1000,111,0.007465196
116601,116601,3382583,0.125,Boonsri,09-Jan-15,Ammonium,1000,125,0.008406752
116621,116621,3395929,0,Chai,09-Jan-15,Ammonium,1000,0,0
116642,116642,3438129,0.03,Chai,09-Jan-15,Ammonium,1000,30,0.002017621
116664,116664,3439091,0.025,Chai,09-Jan-15,Ammonium,1000,25,0.00168135
116714,116714,3385352,1.095,Decha,14-Jan-15,Ammonium,1000,1095,0.07364315
116719,116719,3395966,0.134,Chai,15-Jan-15,Ammonium,1000,134,0.009012038
116728,116728,3438167,0.048,Chai,15-Jan-15,Ammonium,1000,48,0.003228193
116737,116737,3439129,0.051,Chai,15-Jan-15,Ammonium,1000,51,0.003429955
116748,116748,3383453,0.816,Somchair,16-Jan-15,Ammonium,1000,816,0.054879279
116772,116772,3384417,0.196,Busarakhan,16-Jan-15,Ammonium,1000,196,0.013181788
116797,116797,3385368,1.32,Decha,17-Jan-15,Ammonium,1000,1320,0.088775304
116815,116815,3385919,0.316,Achara,17-Jan-15,Ammonium,1000,316,0.02125227
116833,116833,3380734,0.076,Boonsri,21-Jan-15,Ammonium,1000,76,0.005111305
116850,116850,3393875,3.534,Tansanee,22-Jan-15,Ammonium,1000,3534,0.237675701
116882,116882,3448404,4.141,Kohsoom,28-Jan-15,Ammonium,1000,4141,0.27849889
116912,116912,3383501,0.751,Somchair,31-Jan-15,Ammonium,1000,751,0.050507768
116921,116921,3384464,0.196,Busarakhan,31-Jan-15,Ammonium,1000,196,0.013181788
116934,116934,3393916,4.662,Tansanee,05-Feb-15,Ammonium,1000,4662,0.313538234
116958,116958,3396005,0.049,Chai,06-Feb-15,Ammonium,1000,49,0.003295447
116980,116980,3438205,0.054,Chai,06-Feb-15,Ammonium,1000,54,0.003631717
117002,117002,3439168,0.055,Chai,06-Feb-15,Ammonium,1000,55,0.003698971
117032,117032,3380778,0.12,Boonsri,12-Feb-15,Ammonium,1000,120,0.008070482
117045,117045,3443497,0.199,Kannika,12-Feb-15,Ammonium,1000,199,0.01338355
117079,117079,3444049,0.187,Kannika,12-Feb-15,Ammonium,1000,187,0.012576501
117113,117113,3444603,0.19,Kannika,12-Feb-15,Ammonium,1000,190,0.012778264
117147,117147,3445151,0.197,Sakda,12-Feb-15,Ammonium,1000,197,0.013249042
117181,117181,3445704,0.187,Sakda,12-Feb-15,Ammonium,1000,187,0.012576501
117215,117215,3446255,0.192,Sakda,12-Feb-15,Ammonium,1000,192,0.012912772
117245,117245,3396046,0.078,Chai,13-Feb-15,Ammonium,1000,78,0.005245813
117254,117254,3438246,0.103,Chai,13-Feb-15,Ammonium,1000,103,0.006927164
117263,117263,3439209,0.058,Chai,13-Feb-15,Ammonium,1000,58,0.003900733
117291,117291,3383531,0.842,Somchair,14-Feb-15,Ammonium,1000,842,0.056627884
117317,117317,3384495,0.208,Busarakhan,14-Feb-15,Ammonium,1000,208,0.013988836
117340,117340,3385404,0.606,Decha,14-Feb-15,Ammonium,1000,606,0.040755935
117378,117378,3380803,0.084,Boonsri,18-Feb-15,Ammonium,1000,84,0.005649338
117405,117405,3381787,0.066,Boonsri,18-Feb-15,Ammonium,1000,66,0.004438765
117432,117432,3382653,0.088,Boonsri,18-Feb-15,Ammonium,1000,88,0.005918354
117454,117454,3385442,0.656,Decha,20-Feb-15,Ammonium,1000,656,0.044118636
117464,117464,3385955,0,Achara,21-Feb-15,Ammonium,1000,0,0
117495,117495,3448446,3.496,Kohsoom,25-Feb-15,Ammonium,1000,3496,0.235120048
117522,117522,3383578,0.814,Somchair,27-Feb-15,Ammonium,1000,814,0.054744771
117531,117531,3384537,0.197,Busarakhan,27-Feb-15,Ammonium,1000,197,0.013249042
117548,117548,3380851,0.056,Boonsri,05-Mar-15,Ammonium,1000,56,0.003766225
117556,117556,3381835,0.051,Boonsri,05-Mar-15,Ammonium,1000,51,0.003429955
117564,117564,3382701,0.073,Boonsri,05-Mar-15,Ammonium,1000,73,0.004909543
117572,117572,3385450,0.373,Decha,12-Mar-15,Ammonium,1000,373,0.025085749
117583,117583,3443544,0.185,Kannika,12-Mar-15,Ammonium,1000,185,0.012441993
117617,117617,3444096,0.179,Kannika,12-Mar-15,Ammonium,1000,179,0.012038469
117651,117651,3444648,0.183,Kannika,12-Mar-15,Ammonium,1000,183,0.012307485
117684,117684,3445198,0.169,Sakda,12-Mar-15,Ammonium,1000,169,0.011365929
117718,117718,3445751,0.162,Sakda,12-Mar-15,Ammonium,1000,162,0.010895151
117752,117752,3446302,0.166,Sakda,12-Mar-15,Ammonium,1000,166,0.011164167
117784,117784,3385999,0.049,Achara,13-Mar-15,Ammonium,1000,49,0.003295447
117823,117823,3396092,0.055,Chai,14-Mar-15,Ammonium,1000,55,0.003698971
117847,117847,3438292,0.068,Chai,14-Mar-15,Ammonium,1000,68,0.004573273
117871,117871,3439255,0.059,Chai,14-Mar-15,Ammonium,1000,59,0.003967987
117895,117895,3383611,0.288,Somchair,15-Mar-15,Ammonium,1000,288,0.019369157
117919,117919,3384570,0.17,Busarakhan,15-Mar-15,Ammonium,1000,170,0.011433183
117943,117943,3380884,0.073,Boonsri,19-Mar-15,Ammonium,1000,73,0.004909543
117970,117970,3381868,0.065,Boonsri,19-Mar-15,Ammonium,1000,65,0.004371511
117997,117997,3382734,0.072,Boonsri,19-Mar-15,Ammonium,1000,72,0.004842289
118033,118033,3393958,1.306,Tansanee,20-Mar-15,Ammonium,1000,1306,0.087833748
118055,118055,3396132,0.093,Chai,20-Mar-15,Ammonium,1000,93,0.006254624
118064,118064,3438332,0.092,Chai,20-Mar-15,Ammonium,1000,92,0.00618737
118073,118073,3439295,0.133,Chai,20-Mar-15,Ammonium,1000,133,0.008944784
118091,118091,3383650,0.297,Somchair,21-Mar-15,Ammonium,1000,297,0.019974443
118100,118100,3384607,0.04,Busarakhan,21-Mar-15,Ammonium,1000,40,0.002690161
118111,118111,3385465,0.66,Decha,21-Mar-15,Ammonium,1000,660,0.044387652
118137,118137,3448488,1.0565,Kohsoom,25-Mar-15,Ammonium,1000,1056.5,0.07105387
118174,118174,3443593,0.134,Kannika,02-Apr-15,Ammonium,1000,134,0.009012038
118202,118202,3444145,0.126,Kannika,02-Apr-15,Ammonium,1000,126,0.008474006
118230,118230,3444695,0.131,Kannika,02-Apr-15,Ammonium,1000,131,0.008810276
118258,118258,3445247,0.165,Sakda,02-Apr-15,Ammonium,1000,165,0.011096913
118286,118286,3445800,0.158,Sakda,02-Apr-15,Ammonium,1000,158,0.010626135
118313,118313,3446351,0.161,Sakda,02-Apr-15,Ammonium,1000,161,0.010827897
118341,118341,3394002,0.755,Tansanee,03-Apr-15,Ammonium,1000,755,0.050776784
118367,118367,3396163,0.029,Chai,03-Apr-15,Ammonium,1000,29,0.001950367
118387,118387,3438363,0.027,Chai,03-Apr-15,Ammonium,1000,27,0.001815858
118407,118407,3439326,0.044,Chai,03-Apr-15,Ammonium,1000,44,0.002959177
118425,118425,3380937,0.052,Boonsri,08-Apr-15,Ammonium,1000,52,0.003497209
118433,118433,3381921,0.035,Boonsri,08-Apr-15,Ammonium,1000,35,0.002353891
118441,118441,3382787,0.043,Boonsri,08-Apr-15,Ammonium,1000,43,0.002891923
118452,118452,3383687,0.552,Somchair,10-Apr-15,Ammonium,1000,552,0.037124218
118475,118475,3384644,0.03,Busarakhan,10-Apr-15,Ammonium,1000,30,0.002017621
118491,118491,3385497,0.424,Decha,10-Apr-15,Ammonium,1000,424,0.028515704
118497,118497,3396200,0.112,Chai,12-Apr-15,Ammonium,1000,112,0.00753245
118506,118506,3438400,0.086,Chai,12-Apr-15,Ammonium,1000,86,0.005783846
118515,118515,3439364,0.094,Chai,12-Apr-15,Ammonium,1000,94,0.006321878
118544,118544,3385510,0.245,Decha,18-Apr-15,Ammonium,1000,245,0.016477235
118563,118563,3386035,0.055,Achara,18-Apr-15,Ammonium,1000,55,0.003698971
118600,118600,3380970,0.043,Boonsri,22-Apr-15,Ammonium,1000,43,0.002891923
118627,118627,3448530,1.9215,Kohsoom,22-Apr-15,Ammonium,1000,1921.5,0.129228596
118648,118648,3383732,0.084,Somchair,23-Apr-15,Ammonium,1000,84,0.005649338
118657,118657,3384685,0.058,Busarakhan,23-Apr-15,Ammonium,1000,58,0.003900733
118704,118704,3383766,0.074,Somchair,10-May-15,Ammonium,1000,74,0.004976797
118728,118728,3384719,0.073,Busarakhan,10-May-15,Ammonium,1000,73,0.004909543
118747,118747,3385537,0,Decha,14-May-15,Ammonium,1000,0,0
118757,118757,3394045,0.236,Tansanee,14-May-15,Ammonium,1000,236,0.015871948
118784,118784,3443634,0.315,Kannika,14-May-15,Ammonium,1000,315,0.021185016
118813,118813,3444186,0.312,Kannika,14-May-15,Ammonium,1000,312,0.020983254
118842,118842,3444736,0.322,Kannika,14-May-15,Ammonium,1000,322,0.021655794
118870,118870,3445288,0.273,Sakda,14-May-15,Ammonium,1000,273,0.018360347
118899,118899,3445840,0.249,Sakda,14-May-15,Ammonium,1000,249,0.016746251
118928,118928,3446392,0.27,Sakda,14-May-15,Ammonium,1000,270,0.018158585
118957,118957,3381034,0.056,Boonsri,15-May-15,Ammonium,1000,56,0.003766225
118984,118984,3381977,0.051,Boonsri,15-May-15,Ammonium,1000,51,0.003429955
119011,119011,3382843,0.06,Boonsri,15-May-15,Ammonium,1000,60,0.004035241
119036,119036,3386077,0.21,Achara,15-May-15,Ammonium,1000,210,0.014123344
119058,119058,3396255,0,Chai,20-May-15,Ammonium,1000,0,0
119080,119080,3438455,0,Chai,20-May-15,Ammonium,1000,0,0
119102,119102,3439419,0.026,Chai,20-May-15,Ammonium,1000,26,0.001748604
119144,119144,3385554,0.112,Decha,22-May-15,Ammonium,1000,112,0.00753245
119176,119176,3383818,0,Somchair,27-May-15,Ammonium,1000,0,0
119188,119188,3384769,0,Busarakhan,27-May-15,Ammonium,1000,0,0
119196,119196,3381080,0.037,Boonsri,28-May-15,Ammonium,1000,37,0.002488399
119204,119204,3382023,0.028,Boonsri,28-May-15,Ammonium,1000,28,0.001883113
119212,119212,3382889,0.038,Boonsri,28-May-15,Ammonium,1000,38,0.002555653
119224,119224,3396296,0.037,Chai,29-May-15,Ammonium,1000,37,0.002488399
119233,119233,3438495,0.038,Chai,29-May-15,Ammonium,1000,38,0.002555653
119242,119242,3439460,0.042,Chai,29-May-15,Ammonium,1000,42,0.002824669
119255,119255,3448569,2.629,Kohsoom,29-May-15,Ammonium,1000,2629,0.176810814
119280,119280,3443678,0.057,Kannika,04-Jun-15,Ammonium,1000,57,0.003833479
119312,119312,3444231,0.05,Kannika,04-Jun-15,Ammonium,1000,50,0.003362701
119344,119344,3444779,0.054,Kannika,04-Jun-15,Ammonium,1000,54,0.003631717
119374,119374,3383850,0.07,Somchair,06-Jun-15,Ammonium,1000,70,0.004707781
119397,119397,3384798,0.073,Busarakhan,06-Jun-15,Ammonium,1000,73,0.004909543
119414,119414,3381106,0.053,Boonsri,10-Jun-15,Ammonium,1000,53,0.003564463
119422,119422,3382048,0.046,Boonsri,10-Jun-15,Ammonium,1000,46,0.003093685
119430,119430,3382914,0.05,Boonsri,10-Jun-15,Ammonium,1000,50,0.003362701
119441,119441,3396326,0.029,Chai,11-Jun-15,Ammonium,1000,29,0.001950367
119461,119461,3438525,0.032,Chai,11-Jun-15,Ammonium,1000,32,0.002152129
119481,119481,3439490,0.032,Chai,11-Jun-15,Ammonium,1000,32,0.002152129
119498,119498,3385592,0.348,Decha,12-Jun-15,Ammonium,1000,348,0.023404398
119526,119526,3394087,0.221,Tansanee,13-Jun-15,Ammonium,1000,221,0.014863138
119562,119562,3381132,0.049,Boonsri,17-Jun-15,Ammonium,1000,49,0.003295447
119589,119589,3382074,0.069,Boonsri,17-Jun-15,Ammonium,1000,69,0.004640527
119616,119616,3382940,0.097,Boonsri,17-Jun-15,Ammonium,1000,97,0.00652364
119639,119639,3383891,2.53,Somchair,17-Jun-15,Ammonium,1000,2530,0.170152667
119648,119648,3384837,0.088,Busarakhan,17-Jun-15,Ammonium,1000,88,0.005918354
119661,119661,3385609,0.057,Decha,18-Jun-15,Ammonium,1000,57,0.003833479
119680,119680,3396362,0.052,Chai,18-Jun-15,Ammonium,1000,52,0.003497209
119689,119689,3438561,0.034,Chai,18-Jun-15,Ammonium,1000,34,0.002286637
119698,119698,3439526,0.029,Chai,18-Jun-15,Ammonium,1000,29,0.001950367
119711,119711,3445331,0.276,Sakda,18-Jun-15,Ammonium,1000,276,0.018562109
119743,119743,3445883,0.268,Sakda,18-Jun-15,Ammonium,1000,268,0.018024077
119775,119775,3446437,0.287,Sakda,18-Jun-15,Ammonium,1000,287,0.019301903
119806,119806,3386116,0.35,Achara,20-Jun-15,Ammonium,1000,350,0.023538906
119838,119838,3448608,1.722,Kohsoom,25-Jun-15,Ammonium,1000,1722,0.11581142
119883,119883,3443724,0.11,Kannika,02-Jul-15,Ammonium,1000,110,0.007397942
119916,119916,3444277,0.106,Kannika,02-Jul-15,Ammonium,1000,106,0.007128926
119949,119949,3444825,0.109,Kannika,02-Jul-15,Ammonium,1000,109,0.007330688
119986,119986,3385638,0.055,Decha,10-Jul-15,Ammonium,1000,55,0.003698971
119997,119997,3394129,0.255,Tansanee,10-Jul-15,Ammonium,1000,255,0.017149775
120022,120022,3396401,0.079,Chai,10-Jul-15,Ammonium,1000,79,0.005313067
120041,120041,3438600,0,Chai,10-Jul-15,Ammonium,1000,0,0
120060,120060,3439565,0,Chai,10-Jul-15,Ammonium,1000,0,0
120081,120081,3445379,0.154,Sakda,10-Jul-15,Ammonium,1000,154,0.010357119
120113,120113,3445931,0.117,Sakda,10-Jul-15,Ammonium,1000,117,0.00786872
120145,120145,3446485,0.117,Sakda,10-Jul-15,Ammonium,1000,117,0.00786872
120193,120193,3383933,0.042,Somchair,12-Jul-15,Ammonium,1000,42,0.002824669
120212,120212,3384879,0.08,Busarakhan,12-Jul-15,Ammonium,1000,80,0.005380321
120233,120233,3381202,0.063,Boonsri,16-Jul-15,Ammonium,1000,63,0.004237003
120260,120260,3382144,0.042,Boonsri,16-Jul-15,Ammonium,1000,42,0.002824669
120287,120287,3383010,0.059,Boonsri,16-Jul-15,Ammonium,1000,59,0.003967987
120312,120312,3386162,0.063,Achara,16-Jul-15,Ammonium,1000,63,0.004237003
120333,120333,3385652,0,Decha,18-Jul-15,Ammonium,1000,0,0
120350,120350,3448650,1.8235,Kohsoom,18-Jul-15,Ammonium,1000,1823.5,0.122637703
120371,120371,3396440,0.1656,Chai,22-Jul-15,Ammonium,1000,165.6,0.011137265
120380,120380,3438639,0.1046,Chai,22-Jul-15,Ammonium,1000,104.6,0.00703477
120389,120389,3439604,0.108,Chai,22-Jul-15,Ammonium,1000,108,0.007263434
120398,120398,3383970,0.122,Somchair,23-Jul-15,Ammonium,1000,122,0.00820499
120407,120407,3384916,0.204,Busarakhan,23-Jul-15,Ammonium,1000,204,0.01371982
120424,120424,3381243,0.104,Boonsri,24-Jul-15,Ammonium,1000,104,0.006994418
120432,120432,3382184,0.099,Boonsri,24-Jul-15,Ammonium,1000,99,0.006658148
120440,120440,3383050,0.115,Boonsri,24-Jul-15,Ammonium,1000,115,0.007734212
120448,120448,3385675,0.27,Decha,24-Jul-15,Ammonium,1000,270,0.018158585
120457,120457,3381262,0.066,Boonsri,01-Aug-15,Ammonium,1000,66,0.004438765
120465,120465,3382203,0.045,Boonsri,01-Aug-15,Ammonium,1000,45,0.003026431
120473,120473,3383069,0.058,Boonsri,01-Aug-15,Ammonium,1000,58,0.003900733
120484,120484,3383996,0,Somchair,01-Aug-15,Ammonium,1000,0,0
120500,120500,3384942,0.068,Busarakhan,01-Aug-15,Ammonium,1000,68,0.004573273
120516,120516,3396471,0.09,Chai,05-Aug-15,Ammonium,1000,90,0.006052862
120538,120538,3438670,0.044,Chai,05-Aug-15,Ammonium,1000,44,0.002959177
120560,120560,3439635,0.045,Chai,05-Aug-15,Ammonium,1000,45,0.003026431
120598,120598,3384028,0.057,Somchair,09-Aug-15,Ammonium,1000,57,0.003833479
120607,120607,3384974,0.067,Busarakhan,09-Aug-15,Ammonium,1000,67,0.004506019
120616,120616,3396508,0,Chai,12-Aug-15,Ammonium,1000,0,0
120625,120625,3438707,0,Chai,12-Aug-15,Ammonium,1000,0,0
120634,120634,3439672,0,Chai,12-Aug-15,Ammonium,1000,0,0
120647,120647,3394171,0.238,Tansanee,13-Aug-15,Ammonium,1000,238,0.016006456
120669,120669,3385683,0.058,Decha,19-Aug-15,Ammonium,1000,58,0.003900733
120680,120680,3443771,0.224,Kannika,19-Aug-15,Ammonium,1000,224,0.0150649
120710,120710,3444324,0.221,Kannika,19-Aug-15,Ammonium,1000,221,0.014863138
120740,120740,3444872,0.223,Kannika,19-Aug-15,Ammonium,1000,223,0.014997646
120770,120770,3381300,0.057,Boonsri,20-Aug-15,Ammonium,1000,57,0.003833479
120797,120797,3382241,0.042,Boonsri,20-Aug-15,Ammonium,1000,42,0.002824669
120824,120824,3383107,0.06,Boonsri,20-Aug-15,Ammonium,1000,60,0.004035241
120848,120848,3385697,0.105,Decha,20-Aug-15,Ammonium,1000,105,0.007061672
120871,120871,3396528,0.054,Chai,20-Aug-15,Ammonium,1000,54,0.003631717
120880,120880,3438727,0.062,Chai,20-Aug-15,Ammonium,1000,62,0.004169749
120889,120889,3439692,0.047,Chai,20-Aug-15,Ammonium,1000,47,0.003160939
120902,120902,3445425,0.137,Sakda,20-Aug-15,Ammonium,1000,137,0.009213801
120931,120931,3445977,0.122,Sakda,20-Aug-15,Ammonium,1000,122,0.00820499
120960,120960,3446531,0.136,Sakda,20-Aug-15,Ammonium,1000,136,0.009146547
120988,120988,3384052,0.196,Somchair,21-Aug-15,Ammonium,1000,196,0.013181788
120997,120997,3384998,0.086,Busarakhan,21-Aug-15,Ammonium,1000,86,0.005783846
121018,121018,3386199,0.108,Achara,22-Aug-15,Ammonium,1000,108,0.007263434
121049,121049,3448689,5.075,Kohsoom,22-Aug-15,Ammonium,1000,5075,0.341314144
121081,121081,3385731,0.077,Decha,27-Aug-15,Ammonium,1000,77,0.005178559
121096,121096,3396560,0.037,Chai,04-Sep-15,Ammonium,1000,37,0.002488399
121118,121118,3438759,0.049,Chai,04-Sep-15,Ammonium,1000,49,0.003295447
121139,121139,3439724,0.044,Chai,04-Sep-15,Ammonium,1000,44,0.002959177
121163,121163,3394213,0.099,Tansanee,05-Sep-15,Ammonium,1000,99,0.006658148
121199,121199,3381361,0.06,Boonsri,09-Sep-15,Ammonium,1000,60,0.004035241
121226,121226,3382302,0.046,Boonsri,09-Sep-15,Ammonium,1000,46,0.003093685
121253,121253,3383168,0.077,Boonsri,09-Sep-15,Ammonium,1000,77,0.005178559
121277,121277,3384087,0.038,Somchair,09-Sep-15,Ammonium,1000,38,0.002555653
121297,121297,3385034,0.054,Busarakhan,09-Sep-15,Ammonium,1000,54,0.003631717
121331,121331,3381404,0.111,Boonsri,17-Sep-15,Ammonium,1000,111,0.007465196
121342,121342,3386244,0.065,Achara,18-Sep-15,Ammonium,1000,65,0.004371511
121365,121365,3385749,0,Decha,19-Sep-15,Ammonium,1000,0,0
121396,121396,3448731,2.686,Kohsoom,19-Sep-15,Ammonium,1000,2686,0.180644293
121422,121422,3396612,0.2727,Chai,20-Sep-15,Ammonium,1000,272.7,0.018340171
121444,121444,3438810,0.082,Chai,20-Sep-15,Ammonium,1000,82,0.00551483
121466,121466,3439776,0.031,Chai,20-Sep-15,Ammonium,1000,31,0.002084875
121491,121491,3384131,0.069,Somchair,22-Sep-15,Ammonium,1000,69,0.004640527
121512,121512,3385079,0.117,Busarakhan,22-Sep-15,Ammonium,1000,117,0.00786872
121531,121531,3385786,0.053,Decha,24-Sep-15,Ammonium,1000,53,0.003564463
121542,121542,3443816,0.069,Kannika,24-Sep-15,Ammonium,1000,69,0.004640527
121577,121577,3444370,0.067,Kannika,24-Sep-15,Ammonium,1000,67,0.004506019
121611,121611,3444918,0.04,Kannika,24-Sep-15,Ammonium,1000,40,0.002690161
121651,121651,3445470,0.119,Sakda,25-Sep-15,Ammonium,1000,119,0.008003228
121686,121686,3446022,0.109,Sakda,25-Sep-15,Ammonium,1000,109,0.007330688
121721,121721,3446576,0.104,Sakda,25-Sep-15,Ammonium,1000,104,0.006994418
121753,121753,3384182,0.12,Somchair,08-Oct-15,Ammonium,1000,120,0.008070482
121767,121767,3385131,0.493,Busarakhan,08-Oct-15,Ammonium,1000,493,0.033156231
121788,121788,3443867,0.107,Kannika,08-Oct-15,Ammonium,1000,107,0.00719618
121817,121817,3444420,0.106,Kannika,08-Oct-15,Ammonium,1000,106,0.007128926
121847,121847,3444969,0.11,Kannika,08-Oct-15,Ammonium,1000,110,0.007397942
121876,121876,3445522,0.078,Sakda,08-Oct-15,Ammonium,1000,78,0.005245813
121905,121905,3446073,0.076,Sakda,08-Oct-15,Ammonium,1000,76,0.005111305
121934,121934,3446628,0.083,Sakda,08-Oct-15,Ammonium,1000,83,0.005582084
121958,121958,3381437,0.07,Boonsri,09-Oct-15,Ammonium,1000,70,0.004707781
121968,121968,3396668,0.029,Chai,09-Oct-15,Ammonium,1000,29,0.001950367
121985,121985,3438865,0,Chai,09-Oct-15,Ammonium,1000,0,0
122002,122002,3439831,0,Chai,09-Oct-15,Ammonium,1000,0,0
122018,122018,3385795,0.075,Decha,14-Oct-15,Ammonium,1000,75,0.005044051
122025,122025,3384209,0.087,Somchair,15-Oct-15,Ammonium,1000,87,0.0058511
122034,122034,3385165,0.147,Busarakhan,15-Oct-15,Ammonium,1000,147,0.009886341
122046,122046,3386282,0.073,Achara,16-Oct-15,Ammonium,1000,73,0.004909543
122073,122073,3396697,0.065,Chai,16-Oct-15,Ammonium,1000,65,0.004371511
122082,122082,3438894,0.029,Chai,16-Oct-15,Ammonium,1000,29,0.001950367
122091,122091,3439861,0.034,Chai,16-Oct-15,Ammonium,1000,34,0.002286637
122104,122104,3385813,0.354,Decha,17-Oct-15,Ammonium,1000,354,0.023807923
122125,122125,3394257,0.296,Tansanee,17-Oct-15,Ammonium,1000,296,0.019907189
122160,122160,3381468,0.117,Boonsri,21-Oct-15,Ammonium,1000,117,0.00786872
122188,122188,3382386,0.106,Boonsri,21-Oct-15,Ammonium,1000,106,0.007128926
122216,122216,3383252,0.118,Boonsri,21-Oct-15,Ammonium,1000,118,0.007935974
122253,122253,3448774,0.4616,Kohsoom,24-Oct-15,Ammonium,1000,461.6,0.031044455
122276,122276,3381509,0.038,Boonsri,28-Oct-15,Ammonium,1000,38,0.002555653
122284,122284,3382427,0.032,Boonsri,28-Oct-15,Ammonium,1000,32,0.002152129
122292,122292,3383293,0.037,Boonsri,28-Oct-15,Ammonium,1000,37,0.002488399
122311,122311,3396735,0.181,Chai,07-Nov-15,Ammonium,1000,181,0.012172977
122328,122328,3438932,0.057,Chai,07-Nov-15,Ammonium,1000,57,0.003833479
122345,122345,3439899,0.125,Chai,07-Nov-15,Ammonium,1000,125,0.008406752
122374,122374,3381542,0,Boonsri,11-Nov-15,Ammonium,1000,0,0
122398,122398,3384252,0.027,Somchair,11-Nov-15,Ammonium,1000,27,0.001815858
122416,122416,3385209,0.082,Busarakhan,11-Nov-15,Ammonium,1000,82,0.00551483
122433,122433,3385832,0.125,Decha,14-Nov-15,Ammonium,1000,125,0.008406752
122444,122444,3394299,0.16,Tansanee,14-Nov-15,Ammonium,1000,160,0.010760643
122471,122471,3448816,0.5784,Kohsoom,14-Nov-15,Ammonium,1000,578.4,0.038899724
122494,122494,3381582,0.075,Boonsri,18-Nov-15,Ammonium,1000,75,0.005044051
122503,122503,3384284,0.078,Somchair,18-Nov-15,Ammonium,1000,78,0.005245813
122512,122512,3385243,0.118,Busarakhan,18-Nov-15,Ammonium,1000,118,0.007935974
122525,122525,3443909,0.169,Kannika,19-Nov-15,Ammonium,1000,169,0.011365929
122558,122558,3444463,0.162,Kannika,19-Nov-15,Ammonium,1000,162,0.010895151
122591,122591,3445011,0.169,Kannika,19-Nov-15,Ammonium,1000,169,0.011365929
122624,122624,3445564,0.138,Sakda,19-Nov-15,Ammonium,1000,138,0.009281055
122657,122657,3446115,0.13,Sakda,19-Nov-15,Ammonium,1000,130,0.008743022
122690,122690,3446670,0.136,Sakda,19-Nov-15,Ammonium,1000,136,0.009146547
122720,122720,3385845,0.15,Decha,20-Nov-15,Ammonium,1000,150,0.010088103
122741,122741,3386326,0.11,Achara,20-Nov-15,Ammonium,1000,110,0.007397942
122761,122761,3438009,0.087,Chai,20-Nov-15,Ammonium,1000,87,0.0058511
122770,122770,3438971,0.055,Chai,20-Nov-15,Ammonium,1000,55,0.003698971
122779,122779,3439938,0.099,Chai,20-Nov-15,Ammonium,1000,99,0.006658148
122787,122787,3381601,0.089,Boonsri,26-Nov-15,Ammonium,1000,89,0.005985608
122795,122795,3382467,0.122,Boonsri,26-Nov-15,Ammonium,1000,122,0.00820499
122803,122803,3383333,0.094,Boonsri,26-Nov-15,Ammonium,1000,94,0.006321878
122815,122815,3438028,0.089,Chai,27-Nov-15,Ammonium,1000,89,0.005985608
122824,122824,3438990,0.087,Chai,27-Nov-15,Ammonium,1000,87,0.0058511
122833,122833,3439957,0.078,Chai,27-Nov-15,Ammonium,1000,78,0.005245813
122842,122842,3384306,0.055,Somchair,28-Nov-15,Ammonium,1000,55,0.003698971
122851,122851,3385265,0.087,Busarakhan,28-Nov-15,Ammonium,1000,87,0.0058511
122859,122859,3381619,0.13,Boonsri,03-Dec-15,Ammonium,1000,130,0.008743022
122867,122867,3382485,0.093,Boonsri,03-Dec-15,Ammonium,1000,93,0.006254624
122875,122875,3383351,0.087,Boonsri,03-Dec-15,Ammonium,1000,87,0.0058511
122888,122888,3394342,0.9,Tansanee,04-Dec-15,Ammonium,1000,900,0.060528617
